PublicationID,Doi
52978,10.48550/arXiv.1610.07857
52979,10.48550/arXiv.1610.07862
52980,10.48550/arXiv.1610.07985
52981,10.48550/arXiv.1610.07997
52982,10.48550/arXiv.1610.08013
52983,10.48550/arXiv.1610.08087
52984,10.48550/arXiv.1610.08115
52985,10.48550/arXiv.1610.08127
52986,10.48550/arXiv.1610.08222
52987,10.48550/arXiv.1610.08235
52988,10.48550/arXiv.1610.08246
52989,10.48550/arXiv.1610.08251
52990,10.48550/arXiv.1610.08369
52991,10.48550/arXiv.1610.08401
52992,10.48550/arXiv.1610.08411
52993,10.48550/arXiv.1610.08424
52994,10.48550/arXiv.1610.08445
52995,10.48550/arXiv.1610.08462
52996,10.48550/arXiv.1610.08469
52997,10.48550/arXiv.1610.08473
52998,10.48550/arXiv.1610.08500
52999,10.48550/arXiv.1610.08602
53000,10.48550/arXiv.1610.08606
53001,10.48550/arXiv.1610.08629
53002,10.48550/arXiv.1610.08640
53003,10.48550/arXiv.1610.08703
53004,10.48550/arXiv.1610.08722
53005,10.48550/arXiv.1610.08808
53006,10.48550/arXiv.1610.08832
53007,10.48550/arXiv.1610.08853
53008,10.48550/arXiv.1610.08865
53009,10.48550/arXiv.1610.08904
53010,10.48550/arXiv.1610.08911
53011,10.48550/arXiv.1610.08936
53012,10.48550/arXiv.1610.09064
53013,10.48550/arXiv.1610.09075
53014,10.48550/arXiv.1610.09077
53015,10.48550/arXiv.1610.09156
53016,10.48550/arXiv.1610.09160
53017,10.48550/arXiv.1610.09263
53018,10.48550/arXiv.1610.09296
53019,10.48550/arXiv.1610.09372
53020,10.48550/arXiv.1610.09409
53021,10.48550/arXiv.1610.09460
53022,10.48550/arXiv.1610.09482
53023,10.48550/arXiv.1610.09516
53024,10.48550/arXiv.1610.09590
53025,10.48550/arXiv.1610.09609
53026,10.48550/arXiv.1610.09635
53027,10.48550/arXiv.1610.09778
53028,10.48550/arXiv.1610.09786
53029,10.48550/arXiv.1610.09787
53030,10.48550/arXiv.1610.09882
53031,10.48550/arXiv.1610.09889
53032,10.48550/arXiv.1610.09894
53033,10.48550/arXiv.1610.09964
53034,10.48550/arXiv.1610.09974
53035,10.48550/arXiv.1610.09984
53036,10.48550/arXiv.1611.00094
53037,10.48550/arXiv.1611.00137
53038,10.48550/arXiv.1611.00144
53039,10.48550/arXiv.1611.00172
53040,10.48550/arXiv.1611.00175
53041,10.48550/arXiv.1611.00183
53042,10.48550/arXiv.1611.00201
53043,10.48550/arXiv.1611.00230
53044,10.48550/arXiv.1611.00315
53045,10.48550/arXiv.1611.00356
53046,10.48550/arXiv.1611.00387
53047,10.48550/arXiv.1611.00403
53048,10.48550/arXiv.1611.00447
53049,10.48550/arXiv.1611.00448
53050,10.48550/arXiv.1611.00454
53051,10.48550/arXiv.1611.00472
53052,10.48550/arXiv.1611.00514
53053,10.48550/arXiv.1611.00538
53054,10.48550/arXiv.1611.00547
53055,10.48550/arXiv.1611.00549
53056,10.48550/arXiv.1611.00558
53057,10.48550/arXiv.1611.00568
53058,10.48550/arXiv.1611.00576
53059,10.48550/arXiv.1611.00625
53060,10.48550/arXiv.1611.00685
53061,10.48550/arXiv.1611.00736
53062,10.48550/arXiv.1611.00791
53063,10.48550/arXiv.1611.00838
53064,10.48550/arXiv.1611.00847
53065,10.48550/arXiv.1611.00862
53066,10.48550/arXiv.1611.00873
53067,10.48550/arXiv.1611.00890
53068,10.48550/arXiv.1611.00910
53069,10.48550/arXiv.1611.00997
53070,10.48550/arXiv.1611.01032
53071,10.48550/arXiv.1611.01080
53072,10.48550/arXiv.1611.01412
53073,10.48550/arXiv.1611.01423
53074,10.48550/arXiv.1611.01455
53075,10.48550/arXiv.1611.01504
53076,10.48550/arXiv.1611.01553
53077,10.48550/arXiv.1611.01576
53078,10.48550/arXiv.1611.01578
53079,10.48550/arXiv.1611.01587
53080,10.48550/arXiv.1611.01604
53081,10.48550/arXiv.1611.01626
53082,10.48550/arXiv.1611.01652
53083,10.48550/arXiv.1611.01678
53084,10.48550/arXiv.1611.01702
53085,10.48550/arXiv.1611.01708
53086,10.48550/arXiv.1611.01711
53087,10.48550/arXiv.1611.01742
53088,10.48550/arXiv.1611.01747
53089,10.48550/arXiv.1611.01758
53090,10.48550/arXiv.1611.01779
53091,10.48550/arXiv.1611.01802
53092,10.48550/arXiv.1611.01820
53093,10.48550/arXiv.1611.01843
53094,10.48550/arXiv.1611.01855
53095,10.48550/arXiv.1611.01872
53096,10.48550/arXiv.1611.01875
53097,10.48550/arXiv.1611.01886
53098,10.48550/arXiv.1611.01919
53099,10.48550/arXiv.1611.01929
53100,10.48550/arXiv.1611.02047
53101,10.48550/arXiv.1611.02053
53102,10.48550/arXiv.1611.02101
53103,10.48550/arXiv.1611.02119
53104,10.48550/arXiv.1611.02126
53105,10.48550/arXiv.1611.02145
53106,10.48550/arXiv.1611.02154
53107,10.48550/arXiv.1611.02205
53108,10.48550/arXiv.1611.02221
53109,10.48550/arXiv.1611.02266
53110,10.48550/arXiv.1611.02268
53111,10.48550/arXiv.1611.02302
53112,10.48550/arXiv.1611.02304
53113,10.48550/arXiv.1611.02315
53114,10.48550/arXiv.1611.02385
53115,10.48550/arXiv.1611.02439
53116,10.48550/arXiv.1611.02453
53117,10.48550/arXiv.1611.02512
53118,10.48550/arXiv.1611.02547
53119,10.48550/arXiv.1611.02554
53120,10.48550/arXiv.1611.02586
53121,10.48550/arXiv.1611.02646
53122,10.48550/arXiv.1611.02654
53123,10.48550/arXiv.1611.02755
53124,10.48550/arXiv.1611.02796
53125,10.48550/arXiv.1611.03109
53126,10.48550/arXiv.1611.03130
53127,10.48550/arXiv.1611.03218
53128,10.48550/arXiv.1611.03254
53129,10.48550/arXiv.1611.03372
53130,10.48550/arXiv.1611.03398
53131,10.48550/arXiv.1611.03426
53132,10.48550/arXiv.1611.03427
53133,10.48550/arXiv.1611.03451
53134,10.48550/arXiv.1611.03477
53135,10.48550/arXiv.1611.03553
53136,10.48550/arXiv.1611.03558
53137,10.48550/arXiv.1611.03599
53138,10.48550/arXiv.1611.03652
53139,10.48550/arXiv.1611.03660
53140,10.48550/arXiv.1611.03673
53141,10.48550/arXiv.1611.03718
53142,10.48550/arXiv.1611.03799
53143,10.48550/arXiv.1611.03852
53144,10.48550/arXiv.1611.03899
53145,10.48550/arXiv.1611.03907
53146,10.48550/arXiv.1611.03915
53147,10.48550/arXiv.1611.03954
53148,10.48550/arXiv.1611.03977
53149,10.48550/arXiv.1611.04035
53150,10.48550/arXiv.1611.04146
53151,10.48550/arXiv.1611.04175
53152,10.48550/arXiv.1611.04180
53153,10.48550/arXiv.1611.04230
53154,10.48550/arXiv.1611.04246
53155,10.48550/arXiv.1611.04308
53156,10.48550/arXiv.1611.04316
53157,10.48550/arXiv.1611.04369
53158,10.48550/arXiv.1611.04407
53159,10.48550/arXiv.1611.04488
53160,10.48550/arXiv.1611.04491
53161,10.48550/arXiv.1611.04519
53162,10.48550/arXiv.1611.04535
53163,10.48550/arXiv.1611.04552
53164,10.48550/arXiv.1611.04558
53165,10.48550/arXiv.1611.04636
53166,10.48550/arXiv.1611.04642
53167,10.48550/arXiv.1611.04660
53168,10.48550/arXiv.1611.04709
53169,10.48550/arXiv.1611.04717
53170,10.48550/arXiv.1611.04810
53171,10.48550/arXiv.1611.04822
53172,10.48550/arXiv.1611.04845
53173,10.48550/arXiv.1611.04849
53174,10.48550/arXiv.1611.04942
53175,10.48550/arXiv.1611.04969
53176,10.48550/arXiv.1611.05010
53177,10.48550/arXiv.1611.05104
53178,10.48550/arXiv.1611.05170
53179,10.48550/arXiv.1611.05187
53180,10.48550/arXiv.1611.05190
53181,10.48550/arXiv.1611.05222
53182,10.48550/arXiv.1611.05356
53183,10.48550/arXiv.1611.05368
53184,10.48550/arXiv.1611.05373
53185,10.48550/arXiv.1611.05379
53186,10.48550/arXiv.1611.05409
53187,10.48550/arXiv.1611.05415
53188,10.48550/arXiv.1611.05416
53189,10.48550/arXiv.1611.05425
53190,10.48550/arXiv.1611.05497
53191,10.48550/arXiv.1611.05546
53192,10.48550/arXiv.1611.05638
53193,10.48550/arXiv.1611.05640
53194,10.48550/arXiv.1611.05664
53195,10.48550/arXiv.1611.05675
53196,10.48550/arXiv.1611.05720
53197,10.48550/arXiv.1611.05735
53198,10.48550/arXiv.1611.05740
53199,10.48550/arXiv.1611.05763
53200,10.48550/arXiv.1611.05817
53201,10.48550/arXiv.1611.05827
53202,10.48550/arXiv.1611.05831
53203,10.48550/arXiv.1611.05950
53204,10.48550/arXiv.1611.05973
53205,10.48550/arXiv.1611.05990
53206,10.48550/arXiv.1611.06065
53207,10.48550/arXiv.1611.06080
53208,10.48550/arXiv.1611.06132
53209,10.48550/arXiv.1611.06134
53210,10.48550/arXiv.1611.06174
53211,10.48550/arXiv.1611.06175
53212,10.48550/arXiv.1611.06188
53213,10.48550/arXiv.1611.06194
53214,10.48550/arXiv.1611.06216
53215,10.48550/arXiv.1611.06221
53216,10.48550/arXiv.1611.06301
53217,10.48550/arXiv.1611.06334
53218,10.48550/arXiv.1611.06355
53219,10.48550/arXiv.1611.06439
53220,10.48550/arXiv.1611.06448
53221,10.48550/arXiv.1611.06464
53222,10.48550/arXiv.1611.06468
53223,10.48550/arXiv.1611.06589
53224,10.48550/arXiv.1611.06615
53225,10.48550/arXiv.1611.06757
53226,10.48550/arXiv.1611.06791
53227,10.48550/arXiv.1611.06824
53228,10.48550/arXiv.1611.06882
53229,10.48550/arXiv.1611.06928
53230,10.48550/arXiv.1611.06939
53231,10.48550/arXiv.1611.06953
53232,10.48550/arXiv.1611.06997
53233,10.48550/arXiv.1611.07054
53234,10.48550/arXiv.1611.07078
53235,10.48550/arXiv.1611.07100
53236,10.48550/arXiv.1611.07233
53237,10.48550/arXiv.1611.07297
53238,10.48550/arXiv.1611.07343
53239,10.48550/arXiv.1611.07379
53240,10.48550/arXiv.1611.07435
53241,10.48550/arXiv.1611.07438
53242,10.48550/arXiv.1611.07478
53243,10.48550/arXiv.1611.07507
53244,10.48550/arXiv.1611.07567
53245,10.48550/arXiv.1611.07599
53246,10.48550/arXiv.1611.07635
53247,10.48550/arXiv.1611.07639
53248,10.48550/arXiv.1611.07725
53249,10.48550/arXiv.1611.07781
53250,10.48550/arXiv.1611.07838
53251,10.48550/arXiv.1611.07941
53252,10.48550/arXiv.1611.08036
53253,10.48550/arXiv.1611.08037
53254,10.48550/arXiv.1611.08070
53255,10.48550/arXiv.1611.08079
53256,10.48550/arXiv.1611.08103
53257,10.48550/arXiv.1611.08104
53258,10.48550/arXiv.1611.08108
53259,10.48550/arXiv.1611.08215
53260,10.48550/arXiv.1611.08219
53261,10.48550/arXiv.1611.08307
53262,10.48550/arXiv.1611.08309
53263,10.48550/arXiv.1611.08343
53264,10.48550/arXiv.1611.08351
53265,10.48550/arXiv.1611.08366
53266,10.48550/arXiv.1611.08368
53267,10.48550/arXiv.1611.08374
53268,10.48550/arXiv.1611.08481
53269,10.48550/arXiv.1611.08499
53270,10.48550/arXiv.1611.08502
53271,10.48550/arXiv.1611.08527
53272,10.48550/arXiv.1611.08555
53273,10.48550/arXiv.1611.08572
53274,10.48550/arXiv.1611.08657
53275,10.48550/arXiv.1611.08666
53276,10.48550/arXiv.1611.08669
53277,10.48550/arXiv.1611.08675
53278,10.48550/arXiv.1611.08691
53279,10.48550/arXiv.1611.08733
53280,10.48550/arXiv.1611.08773
53281,10.48550/arXiv.1611.08788
53282,10.48550/arXiv.1611.08789
53283,10.48550/arXiv.1611.08797
53284,10.48550/arXiv.1611.08944
53285,10.48550/arXiv.1611.08963
53286,10.48550/arXiv.1611.08973
53287,10.48550/arXiv.1611.08998
53288,10.48550/arXiv.1611.09007
53289,10.48550/arXiv.1611.09014
53290,10.48550/arXiv.1611.09065
53291,10.48550/arXiv.1611.09200
53292,10.48550/arXiv.1611.09212
53293,10.48550/arXiv.1611.09321
53294,10.48550/arXiv.1611.09328
53295,10.48550/arXiv.1611.09351
53296,10.48550/arXiv.1611.09414
53297,10.48550/arXiv.1611.09430
53298,10.48550/arXiv.1611.09434
53299,10.48550/arXiv.1611.09461
53300,10.48550/arXiv.1611.09474
53301,10.48550/arXiv.1611.09481
53302,10.48550/arXiv.1611.09526
53303,10.48550/arXiv.1611.09573
53304,10.48550/arXiv.1611.09580
53305,10.48550/arXiv.1611.09666
53306,10.48550/arXiv.1611.09687
53307,10.48550/arXiv.1611.09691
53308,10.48550/arXiv.1611.09703
53309,10.48550/arXiv.1611.09733
53310,10.48550/arXiv.1611.09755
53311,10.48550/arXiv.1611.09769
53312,10.48550/arXiv.1611.09803
53313,10.48550/arXiv.1611.09809
53314,10.48550/arXiv.1611.09811
53315,10.48550/arXiv.1611.09813
53316,10.48550/arXiv.1611.09819
53317,10.48550/arXiv.1611.09823
53318,10.48550/arXiv.1611.09830
53319,10.48550/arXiv.1611.09842
53320,10.48550/arXiv.1611.09894
53321,10.48550/arXiv.1611.09904
53322,10.48550/arXiv.1611.09913
53323,10.48550/arXiv.1611.09926
53324,10.48550/arXiv.1611.09928
53325,10.48550/arXiv.1611.09932
53326,10.48550/arXiv.1611.09940
53327,10.48550/arXiv.1611.09948
53328,10.48550/arXiv.1611.09956
53329,10.48550/arXiv.1611.09957
53330,10.48550/arXiv.1611.09958
53331,10.48550/arXiv.1611.09960
53332,10.48550/arXiv.1611.09961
53333,10.48550/arXiv.1611.09967
53334,10.48550/arXiv.1611.09969
53335,10.48550/arXiv.1611.09983
53336,10.48550/arXiv.1611.10010
53337,10.48550/arXiv.1611.10031
53338,10.48550/arXiv.1611.10053
53339,10.48550/arXiv.1611.10080
53340,10.48550/arXiv.1611.10095
53341,10.48550/arXiv.1611.10104
53342,10.48550/arXiv.1611.10120
53343,10.48550/arXiv.1611.10152
53344,10.48550/arXiv.1611.10169
53345,10.48550/arXiv.1611.10176
53346,10.48550/arXiv.1611.10195
53347,10.48550/arXiv.1611.10215
53348,10.48550/arXiv.1611.10229
53349,10.48550/arXiv.1611.10252
53350,10.48550/arXiv.1611.10283
53351,10.48550/arXiv.1611.10314
53352,10.48550/arXiv.1611.10328
53353,10.48550/arXiv.1611.10331
53354,10.48550/arXiv.1611.10351
53355,10.48550/arXiv.1612.00037
53356,10.48550/arXiv.1612.00053
53357,10.48550/arXiv.1612.00085
53358,10.48550/arXiv.1612.00089
53359,10.48550/arXiv.1612.00092
53360,10.48550/arXiv.1612.00094
53361,10.48550/arXiv.1612.00100
53362,10.48550/arXiv.1612.00101
53363,10.48550/arXiv.1612.00104
53364,10.48550/arXiv.1612.00108
53365,10.48550/arXiv.1612.00116
53366,10.48550/arXiv.1612.00119
53367,10.48550/arXiv.1612.00125
53368,10.48550/arXiv.1612.00137
53369,10.48550/arXiv.1612.00138
53370,10.48550/arXiv.1612.00144
53371,10.48550/arXiv.1612.00151
53372,10.48550/arXiv.1612.00155
53373,10.48550/arXiv.1612.00181
53374,10.48550/arXiv.1612.00192
53375,10.48550/arXiv.1612.00197
53376,10.48550/arXiv.1612.00203
53377,10.48550/arXiv.1612.00212
53378,10.48550/arXiv.1612.00215
53379,10.48550/arXiv.1612.00220
53380,10.48550/arXiv.1612.00222
53381,10.48550/arXiv.1612.00227
53382,10.48550/arXiv.1612.00234
53383,10.48550/arXiv.1612.00240
53384,10.48550/arXiv.1612.00291
53385,10.48550/arXiv.1612.00334
53386,10.48550/arXiv.1612.00338
53387,10.48550/arXiv.1612.00341
53388,10.48550/arXiv.1612.00343
53389,10.48550/arXiv.1612.00347
53390,10.48550/arXiv.1612.00356
53391,10.48550/arXiv.1612.00367
53392,10.48550/arXiv.1612.00370
53393,10.48550/arXiv.1612.00374
53394,10.48550/arXiv.1612.00377
53395,10.48550/arXiv.1612.00380
53396,10.48550/arXiv.1612.00385
53397,10.48550/arXiv.1612.00390
53398,10.48550/arXiv.1612.00404
53399,10.48550/arXiv.1612.00407
53400,10.48550/arXiv.1612.00408
53401,10.48550/arXiv.1612.00423
53402,10.48550/arXiv.1612.00437
53403,10.48550/arXiv.1612.00472
53404,10.48550/arXiv.1612.00475
53405,10.48550/arXiv.1612.00478
53406,10.48550/arXiv.1612.00496
53407,10.48550/arXiv.1612.00500
53408,10.48550/arXiv.1612.00522
53409,10.48550/arXiv.1612.00523
53410,10.48550/arXiv.1612.00542
53411,10.48550/arXiv.1612.00558
53412,10.48550/arXiv.1612.00560
53413,10.48550/arXiv.1612.00576
53414,10.48550/arXiv.1612.00583
53415,10.48550/arXiv.1612.00593
53416,10.48550/arXiv.1612.00596
53417,10.48550/arXiv.1612.00603
53418,10.48550/arXiv.1612.00604
53419,10.48550/arXiv.1612.00606
53420,10.48550/arXiv.1612.00623
53421,10.48550/arXiv.1612.00625
53422,10.48550/arXiv.1612.00637
53423,10.48550/arXiv.1612.00645
53424,10.48550/arXiv.1612.00653
53425,10.48550/arXiv.1612.00667
53426,10.48550/arXiv.1612.00686
53427,10.48550/arXiv.1612.00709
53428,10.48550/arXiv.1612.00712
53429,10.48550/arXiv.1612.00729
53430,10.48550/arXiv.1612.00742
53431,10.48550/arXiv.1612.00762
53432,10.48550/arXiv.1612.00767
53433,10.48550/arXiv.1612.00796
53434,10.48550/arXiv.1612.00799
53435,10.48550/arXiv.1612.00814
53436,10.48550/arXiv.1612.00817
53437,10.48550/arXiv.1612.00833
53438,10.48550/arXiv.1612.00835
53439,10.48550/arXiv.1612.00837
53440,10.48550/arXiv.1612.00879
53441,10.48550/arXiv.1612.00891
53442,10.48550/arXiv.1612.00901
53443,10.48550/arXiv.1612.00916
53444,10.48550/arXiv.1612.00940
53445,10.48550/arXiv.1612.00944
53446,10.48550/arXiv.1612.00959
53447,10.48550/arXiv.1612.00965
53448,10.48550/arXiv.1612.00979
53449,10.48550/arXiv.1612.00982
53450,10.48550/arXiv.1612.00983
53451,10.48550/arXiv.1612.00986
53452,10.48550/arXiv.1612.00991
53453,10.48550/arXiv.1612.00992
53454,10.48550/arXiv.1612.01006
53455,10.48550/arXiv.1612.01010
53456,10.48550/arXiv.1612.01022
53457,10.48550/arXiv.1612.01034
53458,10.48550/arXiv.1612.01035
53459,10.48550/arXiv.1612.01039
53460,10.48550/arXiv.1612.01051
53461,10.48550/arXiv.1612.01057
53462,10.48550/arXiv.1612.01058
53463,10.48550/arXiv.1612.01072
53464,10.48550/arXiv.1612.01074
53465,10.48550/arXiv.1612.01075
53466,10.48550/arXiv.1612.01078
53467,10.48550/arXiv.1612.01079
53468,10.48550/arXiv.1612.01082
53469,10.48550/arXiv.1612.01086
53470,10.48550/arXiv.1612.01090
53471,10.48550/arXiv.1612.01095
53472,10.48550/arXiv.1612.01105
53473,10.48550/arXiv.1612.01120
53474,10.48550/arXiv.1612.01131
53475,10.48550/arXiv.1612.01175
53476,10.48550/arXiv.1612.01194
53477,10.48550/arXiv.1612.01209
53478,10.48550/arXiv.1612.01213
53479,10.48550/arXiv.1612.01215
53480,10.48550/arXiv.1612.01225
53481,10.48550/arXiv.1612.01227
53482,10.48550/arXiv.1612.01230
53483,10.48550/arXiv.1612.01234
53484,10.48550/arXiv.1612.01235
53485,10.48550/arXiv.1612.01237
53486,10.48550/arXiv.1612.01253
53487,10.48550/arXiv.1612.01256
53488,10.48550/arXiv.1612.01260
53489,10.48550/arXiv.1612.01277
53490,10.48550/arXiv.1612.01288
53491,10.48550/arXiv.1612.01294
53492,10.48550/arXiv.1612.01323
53493,10.48550/arXiv.1612.01337
53494,10.48550/arXiv.1612.01341
53495,10.48550/arXiv.1612.01345
53496,10.48550/arXiv.1612.01378
53497,10.48550/arXiv.1612.01399
53498,10.48550/arXiv.1612.01434
53499,10.48550/arXiv.1612.01445
53500,10.48550/arXiv.1612.01452
53501,10.48550/arXiv.1612.01458
53502,10.48550/arXiv.1612.01465
53503,10.48550/arXiv.1612.01495
53504,10.48550/arXiv.1612.01527
53505,10.48550/arXiv.1612.01543
53506,10.48550/arXiv.1612.01551
53507,10.48550/arXiv.1612.01556
53508,10.48550/arXiv.1612.01589
53509,10.48550/arXiv.1612.01594
53510,10.48550/arXiv.1612.01601
53511,10.48550/arXiv.1612.01611
53512,10.48550/arXiv.1612.01626
53513,10.48550/arXiv.1612.01635
53514,10.48550/arXiv.1612.01655
53515,10.48550/arXiv.1612.01657
53516,10.48550/arXiv.1612.01669
53517,10.48550/arXiv.1612.01678
53518,10.48550/arXiv.1612.01689
53519,10.48550/arXiv.1612.01691
53520,10.48550/arXiv.1612.01697
53521,10.48550/arXiv.1612.01711
53522,10.48550/arXiv.1612.01725
53523,10.48550/arXiv.1612.01756
53524,10.48550/arXiv.1612.01810
53525,10.48550/arXiv.1612.01820
53526,10.48550/arXiv.1612.01834
53527,10.48550/arXiv.1612.01840
53528,10.48550/arXiv.1612.01857
53529,10.48550/arXiv.1612.01892
53530,10.48550/arXiv.1612.01895
53531,10.48550/arXiv.1612.01922
53532,10.48550/arXiv.1612.01925
53533,10.48550/arXiv.1612.01939
53534,10.48550/arXiv.1612.01941
53535,10.48550/arXiv.1612.01958
53536,10.48550/arXiv.1612.01966
53537,10.48550/arXiv.1612.01981
53538,10.48550/arXiv.1612.02088
53539,10.48550/arXiv.1612.02095
53540,10.48550/arXiv.1612.02101
53541,10.48550/arXiv.1612.02103
53542,10.48550/arXiv.1612.02136
53543,10.48550/arXiv.1612.02141
53544,10.48550/arXiv.1612.02155
53545,10.48550/arXiv.1612.02161
53546,10.48550/arXiv.1612.02166
53547,10.48550/arXiv.1612.02168
53548,10.48550/arXiv.1612.02177
53549,10.48550/arXiv.1612.02183
53550,10.48550/arXiv.1612.02184
53551,10.48550/arXiv.1612.02190
53552,10.48550/arXiv.1612.02203
53553,10.48550/arXiv.1612.02218
53554,10.48550/arXiv.1612.02219
53555,10.48550/arXiv.1612.02223
53556,10.48550/arXiv.1612.02233
53557,10.48550/arXiv.1612.02255
53558,10.48550/arXiv.1612.02273
53559,10.48550/arXiv.1612.02287
53560,10.48550/arXiv.1612.02297
53561,10.48550/arXiv.1612.02310
53562,10.48550/arXiv.1612.02317
53563,10.48550/arXiv.1612.02327
53564,10.48550/arXiv.1612.02350
53565,10.48550/arXiv.1612.02374
53566,10.48550/arXiv.1612.02401
53567,10.48550/arXiv.1612.02487
53568,10.48550/arXiv.1612.02493
53569,10.48550/arXiv.1612.02513
53570,10.48550/arXiv.1612.02516
53571,10.48550/arXiv.1612.02521
53572,10.48550/arXiv.1612.02526
53573,10.48550/arXiv.1612.02534
53574,10.48550/arXiv.1612.02541
53575,10.48550/arXiv.1612.02559
53576,10.48550/arXiv.1612.02562
53577,10.48550/arXiv.1612.02575
53578,10.48550/arXiv.1612.02583
53579,10.48550/arXiv.1612.02587
53580,10.48550/arXiv.1612.02589
53581,10.48550/arXiv.1612.02590
53582,10.48550/arXiv.1612.02605
53583,10.48550/arXiv.1612.02631
53584,10.48550/arXiv.1612.02646
53585,10.48550/arXiv.1612.02649
53586,10.48550/arXiv.1612.02660
53587,10.48550/arXiv.1612.02666
53588,10.48550/arXiv.1612.02675
53589,10.48550/arXiv.1612.02684
53590,10.48550/arXiv.1612.02695
53591,10.48550/arXiv.1612.02699
53592,10.48550/arXiv.1612.02709
53593,10.48550/arXiv.1612.02734
53594,10.48550/arXiv.1612.02739
53595,10.48550/arXiv.1612.02741
53596,10.48550/arXiv.1612.02742
53597,10.48550/arXiv.1612.02757
53598,10.48550/arXiv.1612.02761
53599,10.48550/arXiv.1612.02766
53600,10.48550/arXiv.1612.02795
53601,10.48550/arXiv.1612.02808
53602,10.48550/arXiv.1612.02814
53603,10.48550/arXiv.1612.02844
53604,10.48550/arXiv.1612.02859
53605,10.48550/arXiv.1612.02879
53606,10.48550/arXiv.1612.02880
53607,10.48550/arXiv.1612.02889
53608,10.48550/arXiv.1612.02893
53609,10.48550/arXiv.1612.02903
53610,10.48550/arXiv.1612.02904
53611,10.48550/arXiv.1612.02908
53612,10.48550/arXiv.1612.02916
53613,10.48550/arXiv.1612.02954
53614,10.48550/arXiv.1612.03019
53615,10.48550/arXiv.1612.03052
53616,10.48550/arXiv.1612.03053
53617,10.48550/arXiv.1612.03055
53618,10.48550/arXiv.1612.03094
53619,10.48550/arXiv.1612.03117
53620,10.48550/arXiv.1612.03129
53621,10.48550/arXiv.1612.03142
53622,10.48550/arXiv.1612.03144
53623,10.48550/arXiv.1612.03168
53624,10.48550/arXiv.1612.03182
53625,10.48550/arXiv.1612.03211
53626,10.48550/arXiv.1612.03217
53627,10.48550/arXiv.1612.03224
53628,10.48550/arXiv.1612.03226
53629,10.48550/arXiv.1612.03231
53630,10.48550/arXiv.1612.03236
53631,10.48550/arXiv.1612.03242
53632,10.48550/arXiv.1612.03246
53633,10.48550/arXiv.1612.03268
53634,10.48550/arXiv.1612.03273
53635,10.48550/arXiv.1612.03277
53636,10.48550/arXiv.1612.03284
53637,10.48550/arXiv.1612.03345
53638,10.48550/arXiv.1612.03353
53639,10.48550/arXiv.1612.03364
53640,10.48550/arXiv.1612.03365
53641,10.48550/arXiv.1612.03373
53642,10.48550/arXiv.1612.03382
53643,10.48550/arXiv.1612.03409
53644,10.48550/arXiv.1612.03433
53645,10.48550/arXiv.1612.03471
53646,10.48550/arXiv.1612.03494
53647,10.48550/arXiv.1612.03550
53648,10.48550/arXiv.1612.03551
53649,10.48550/arXiv.1612.03557
53650,10.48550/arXiv.1612.03590
53651,10.48550/arXiv.1612.03630
53652,10.48550/arXiv.1612.03638
53653,10.48550/arXiv.1612.03640
53654,10.48550/arXiv.1612.03653
53655,10.48550/arXiv.1612.03663
53656,10.48550/arXiv.1612.03705
53657,10.48550/arXiv.1612.03716
53658,10.48550/arXiv.1612.03769
53659,10.48550/arXiv.1612.03779
53660,10.48550/arXiv.1612.03784
53661,10.48550/arXiv.1612.03789
53662,10.48550/arXiv.1612.03801
53663,10.48550/arXiv.1612.03809
53664,10.48550/arXiv.1612.03839
53665,10.48550/arXiv.1612.03897
53666,10.48550/arXiv.1612.03900
53667,10.48550/arXiv.1612.03902
53668,10.48550/arXiv.1612.03925
53669,10.48550/arXiv.1612.03928
53670,10.48550/arXiv.1612.03929
53671,10.48550/arXiv.1612.03940
53672,10.48550/arXiv.1612.03959
53673,10.48550/arXiv.1612.03961
53674,10.48550/arXiv.1612.03981
53675,10.48550/arXiv.1612.03982
53676,10.48550/arXiv.1612.03989
53677,10.48550/arXiv.1612.03990
53678,10.48550/arXiv.1612.04007
53679,10.48550/arXiv.1612.04023
53680,10.48550/arXiv.1612.04061
53681,10.48550/arXiv.1612.04062
53682,10.48550/arXiv.1612.04074
53683,10.48550/arXiv.1612.04110
53684,10.48550/arXiv.1612.04112
53685,10.48550/arXiv.1612.04158
53686,10.48550/arXiv.1612.04217
53687,10.48550/arXiv.1612.04229
53688,10.48550/arXiv.1612.04286
53689,10.48550/arXiv.1612.04299
53690,10.48550/arXiv.1612.04307
53691,10.48550/arXiv.1612.04315
53692,10.48550/arXiv.1612.04318
53693,10.48550/arXiv.1612.04335
53694,10.48550/arXiv.1612.04337
53695,10.48550/arXiv.1612.04340
53696,10.48550/arXiv.1612.04357
53697,10.48550/arXiv.1612.04358
53698,10.48550/arXiv.1612.04402
53699,10.48550/arXiv.1612.04432
53700,10.48550/arXiv.1612.04440
53701,10.48550/arXiv.1612.04447
53702,10.48550/arXiv.1612.04468
53703,10.48550/arXiv.1612.04520
53704,10.48550/arXiv.1612.04526
53705,10.48550/arXiv.1612.04530
53706,10.48550/arXiv.1612.04573
53707,10.48550/arXiv.1612.04596
53708,10.48550/arXiv.1612.04599
53709,10.48550/arXiv.1612.04604
53710,10.48550/arXiv.1612.04631
53711,10.48550/arXiv.1612.04642
53712,10.48550/arXiv.1612.04647
53713,10.48550/arXiv.1612.04675
